year,manufacturer,make,make/model,thefts,production,rate,type,horsepower,reliability,price
2009,SAAB,SAAB,43711,1,4593,0.22,Car,255,80,19000
2010,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,8,36886,0.22,MPV,136,90,9000
2012,HONDA,HONDA,fit,11,50757,0.22,Car,117,82,8000
2011,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,6,0,0.21,MPV,136,85,10000
2010,HONDA,ACURA,RDX,3,14117,0.21,MPV,240,80,12000
2014,HONDA,HONDA,crosstour,2,9411,0.21,MPV,278,86,15000
2009,NISSAN,NISSAN,cube,6,28243,0.21,Car,122,74,6000
2010,NISSAN,INFINITI,EX35,2,9536,0.21,Car,297,85,11000
2013,VOLKSWAGEN,VOLKSWAGEN,eos,1,4775,0.21,Car,0,0,0
2010,GENERAL MOTORS,CHEVROLET,EQUINOX,29,139654,0.21,MPV,182,70,8000
2008,HONDA,HONDA,odyssey van,28,135622,0.21,MPV,244,88,6000
2009,KIA,KIA,borrego,3,14714,0.2,MPV,276,78,8000
2011,TOYOTA,LEXUS,LS,2,0,0.2,Car,357,87,25000
2014,MERCEDES-BENZ,MERCEDES-BENZ,slk-class,1,4942,0.2,Car,302,82,35000
2014,AUDI,AUDI,ALLROAD,1,4960,0.2,MPV,211,80,26000
2004,SAAB,SAAB,43713,2,10101,0.2,Car,250,85,8000
2010,SAAB,SAAB,43711,1,5090,0.2,Car,210,75,15000
2011,TOYOTA,LEXUS,CT,2,0,0.2,Car,134,78,11000
2009,MERCEDES-BENZ,MERCEDES-BENZ,clk-class,3,15654,0.19,Car,268,79,12300
2008,MERCEDES-BENZ,MERCEDES-BENZ,smart fortwo,4,21627,0.19,Car,71,80,8000
2011,MAZDA,MAZDA,mx-5 miata,1,0,0.18,Car,167,84,16000
2013,HONDA,ACURA,RDX,8,44480,0.18,MPV,273,85,14650
2012,VOLKSWAGEN,VOLKSWAGEN,eos,2,11140,0.18,Car,200,60,15000
2007,VOLVO,VOLVO,C 70,1,5612,0.18,Car,218,79,6500
2013,GENERAL MOTORS,BUICK,ENCORE,5,28615,0.17,MPV,138,82,12000
2010,VOLVO,VOLVO,XC 60,3,17202,0.17,MPV,281,85,13000
2010,VOLKSWAGEN,VOLKSWAGEN,eos,1,5762,0.17,Car,200,75,9000
2010,MAZDA,MAZDA,cx-7,7,40443,0.17,MPV,244,74,7000
2010,HONDA,HONDA,fit,12,69465,0.17,Car,117,88,8000
2008,GENERAL MOTORS,SATURN,ASTRA,3,17912,0.17,Car,140,78,6000
2014,FORD MOTOR CO,FORD,TRANSIT CONNECT,6,36239,0.17,MPV,0,0,0
2011,TOYOTA,TOYOTA,prius,22,0,0.16,Car,98,90,10000
2011,NISSAN,INFINITI,EX35,1,0,0.16,Car,297,85,12000
2012,FORD MOTOR CO,FORD,TRANSIT CONNECT VAN,7,43125,0.16,MPV,136,78,12000
2006,DAIMLERCHRYSLER,CHRYSLER,CROSSFIRE,1,6186,0.16,Car,215,75,8000
2006,TOYOTA,TOYOTA,prius,14,87310,0.16,Car,76,79,5000
2008,CHRYSLER,DODGE,CHALLENGER,1,6411,0.16,Car,425,80,26500
2010,BMW,BMW,x3,1,6566,0.15,MPV,260,82,12000
2006,MERCEDES-BENZ,MERCEDES-BENZ,170 (slk-class),2,13475,0.15,Car,268,80,15000
2011,SUBARU,SUBARU,forester,11,0,0.15,MPV,0,0,0
2009,SUBARU,SUBARU,b9 tribeca,1,6806,0.15,MPV,245,85,9000
2013,FORD MOTOR CO,FORD,TRANSIT CONNECT,7,49064,0.14,MPV,136,70,12000
2014,CHRYSLER,JEEP,WRANGLER,24,172362,0.14,MPV,285,80,22000
2004,GENERAL MOTORS,BUICK,RAINIER,4,28987,0.14,MPV,275,75,5000
2012,HYUNDAI,HYUNDAI,azera,1,7745,0.13,Car,293,77,12000
2009,BMW,MINI,COOPER,6,51935,0.12,Car,172,72,8000
2014,TESLA,TESLA,model s,2,17791,0.11,Car,362,73,50000
2012,GENERAL MOTORS,CHEVROLET,VOLT,2,18355,0.11,Car,149,79,15000
2005,GENERAL MOTORS,BUICK,TERRAZA VAN,2,19848,0.1,MPV,205,70,5000
2007,TOYOTA,LEXUS,SC,8,80617,0.1,Car,288,90,15000
2004,FORD MOTOR CO,MERCURY,MONTEREY,2,20632,0.1,Car,0,0,0
2011,HYUNDAI,HYUNDAI,veracruz,1,0,0.09,MPV,260,82,13000
2006,SUBARU,SUBARU,outback,5,57806,0.09,MPV,0,0,0
2008,BMW,BMW,1,1,11887,0.08,Car,230,78,12000
2009,FORD MOTOR CO,MERCURY,MARINER,2,25682,0.08,MPV,240,85,8000
2013,HYUNDAI,HYUNDAI,azera,1,13556,0.07,Car,293,80,12000
2010,MAZDA,MAZDA,cx-9,1,15464,0.06,MPV,273,80,12000
2013,NISSAN,NISSAN,leaf,1,26167,0.04,Car,107,78,7000
2014,MITSUBISHI,MITSUBISHI,outlander,49,47568,0.02,MPV,227,78,12000
2014,FORD MOTOR CO,FORD,explorer,0,4331,0.0,MPV,290,82,18000
2013,AUDI,AUDI,TT,0,2192,0.0,Car,211,79,28000
2005,MASERATI,MASERATI,quattroporte,0,1311,0.0,Car,400,70,25000
2004,LOTUS,LOTUS,esprit,0,39,0.0,Car,280,85,40000
2004,LAMBORGHINI,LAMBORGHINI,l-140/141,0,697,0.0,Car,493,80,200000
2005,FERRARI,FERRARI,maranello/f1,0,235,0.0,Car,483,80,150000
2013,TOYOTA,SCION,FR-S,0,31458,0.0,Car,200,82,15000
2008,LAMBORGHINI,LAMBORGHINI,gallardo,0,792,0.0,Car,520,75,100000
2008,LOTUS,LOTUS,exige,0,123,0.0,Car,221,79,40000
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,67,0.0,Car,543,66,250000
2010,ROLLS ROYCE,ROLLS ROYCE,phantom,0,281,0.0,Car,453,70,200000
2012,SUZUKI,SUZUKI,equator pickup,0,2392,0.0,Truck,0,0,0
2013,VOLVO,VOLVO,XC 70,0,4962,0.0,MPV,240,85,16000
2014,MERCEDES-BENZ,MERCEDES-BENZ,cl-class,0,298,0.0,Car,429,78,80000
2010,SAAB,SAAB,43713,0,644,0.0,Car,260,70,9000
2012,PORSCHE,PORSCHE,boxster,0,754,0.0,Car,265,90,30000
2008,AUDI,AUDI,RS4,0,1172,0.0,Car,0,0,0
2012,NISSAN,NISSAN,gt-r,0,1228,0.0,Car,545,88,61000
2014,BUGATTI,BUGATTI,VEYRON,0,7,0.0,Car,1001,75,1500000
2010,ROLLS ROYCE,ROLLS ROYCE,ghost,0,604,0.0,Car,563,75,80000
2004,HONDA,HONDA,insight,0,543,0.0,Car,67,88,6000
2012,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,306,0.0,Car,420,80,69000
2012,MCLAREN,MCLAREN,mp4-12c,0,697,0.0,Car,616,75,100000
2014,BYD MOTORS,BYD MOTORS,E6,0,50,0.0,Car,121,75,35000
2008,JAGUAR LAND ROVER,JAGUAR,xjr,0,114,0.0,Car,400,70,15000
2010,AUDI,AUDI,S6,0,140,0.0,Car,429,73,24000
2012,AUDI,AUDI,TT,0,2259,0.0,Car,211,80,32000
2009,VOLVO,VOLVO,XC 90,0,6806,0.0,MPV,235,80,10000
2009,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,714,0.0,Car,475,80,50000
2011,HONDA,ACURA,RL,0,0,0.0,Car,300,80,20000
2010,VOLVO,VOLVO,C30,0,1536,0.0,Car,227,85,8000
2014,PORSCHE,PORSCHE,boxster,0,4316,0.0,Car,315,83,53000
2009,GENERAL MOTORS,CADILLAC,XLR,0,858,0.0,Car,320,75,33000
2011,KIA,KIA,rondo,0,109,0.0,Car,162,80,8000
2008,MAZDA,MAZDA,b series pickup,0,1884,0.0,Truck,156,80,12000
2014,NISSAN,NISSAN,gt-r,0,1547,0.0,Car,545,83,101770
2011,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,317,0.0,Car,470,72,70000
2012,ROLLS ROYCE,ROLLS ROYCE,ghost,0,764,0.0,Car,563,75,125000
2006,HONDA,HONDA,insight,0,803,0.0,Car,67,77,7000
2011,LOTUS,LOTUS,evora,0,347,0.0,Car,276,75,53000
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.0,Car,563,89,170000
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.0,Car,616,80,135000
2014,PAGANI,PAGANI,huayra,0,24,0.0,Car,730,75,1400000
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.0,Car,385,75,25000
2004,SAAB,SAAB,9-7x,0,1998,0.0,Car,290,75,6000
2005,MASERATI,MASERATI,gransport,0,490,0.0,Car,400,70,35000
2014,ASTON MARTIN,ASTON MARTIN,DB9,0,335,0.0,Car,510,80,135000
2011,MERCEDES-BENZ,MERCEDES-BENZ,f-cell,0,44,0.0,Car,0,0,0
2013,FERRARI,FERRARI,ff,0,103,0.0,Car,651,80,300000
2014,FERRARI,FERRARI,laferrari,0,50,0.0,Car,963,80,1400000
2008,JAGUAR LAND ROVER,JAGUAR,x-type,0,807,0.0,Car,227,79,5000
2010,AUDI,AUDI,S6,0,140,0.0,Car,435,76,27000
2012,AUDI,AUDI,TT,0,2259,0.0,Car,211,82,20000
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.0,Car,500,82,200000
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.0,Car,533,70,100000
2012,ASTON MARTIN,ASTON MARTIN,DB9,0,47,0.0,Car,510,77,75000
2007,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,140,0.0,Car,500,75,50000
2008,FERRARI,FERRARI,141,0,324,0.0,Car,400,75,350000
2013,LAMBORGHINI,LAMBORGHINI,gallardo,0,449,0.0,Car,562,80,175000
2009,LOTUS,LOTUS,elise,0,120,0.0,Car,189,75,50000
2009,MAZDA,MAZDA,mx-5 miata,0,4293,0.0,Car,167,88,12000
2009,MITSUBISHI,MITSUBISHI,endeavor,0,50,0.0,MPV,225,80,7000
2004,ROLLS ROYCE,ROLLS ROYCE,phantom,0,489,0.0,Car,453,78,75000
2010,TESLA,TESLA,roadster,0,278,0.0,Car,248,85,109000
2014,JAGUAR LAND ROVER,LAND ROVER,LR2,0,2383,0.0,MPV,240,80,19000
2009,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,330,0.0,Car,275,80,60000
2009,JAGUAR LAND ROVER,LAND ROVER,VANDEN PLAS/SUPER V8,0,326,0.0,Car,389,70,20000
2011,TOYOTA,LEXUS,SC,0,0,0.0,Car,288,85,33000
2014,MASERATI,MASERATI,granturismo,0,2252,0.0,Car,454,70,70000
2010,NISSAN,INFINITI,FX50,0,460,0.0,MPV,390,80,15000
2012,FERRARI,FERRARI,458,0,685,0.0,Car,0,0,0
2014,HYUNDAI,HYUNDAI,equus,0,4638,0.0,Car,429,85,61000
2011,BMW,BMW,x5,0,0,0.0,MPV,300,75,13000
2012,BMW,BMW,z4,0,2203,0.0,Car,300,80,30000
2013,FERRARI,FERRARI,f12berlinetta,0,56,0.0,Car,730,80,315000
2004,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,79,0.0,Car,450,60,75000
2010,AUDI,AUDI,A8,0,649,0.0,Car,350,90,19000
2004,FERRARI,FERRARI,CHALLENGE,0,328,0.0,Car,483,60,90000
2008,SALEEN,SALEEN,s281/h302,0,370,0.0,Car,485,80,60000
2009,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,0,930,0.0,Car,552,75,50000
2006,LAMBORGHINI,LAMBORGHINI,gallardo,0,392,0.0,Car,520,65,100000
2013,MAZDA,MAZDA,mx-5 miata,0,5697,0.0,Car,167,82,22000
2009,MERCEDES-BENZ,MERCEDES-BENZ,slr-class,0,69,0.0,Car,617,67,495000
2008,ROLLS ROYCE,ROLLS ROYCE,phantom,0,378,0.0,Car,453,60,150000
2010,SUZUKI,SUZUKI,equator pickup,0,1230,0.0,Truck,152,85,12000
2011,VOLVO,VOLVO,XC 70,0,0,0.0,MPV,240,82,12000
2014,JAGUAR LAND ROVER,JAGUAR,XK,0,1294,0.0,Car,385,80,40000
2014,HONDA,HONDA,fit,0,599,0.0,Car,117,87,15000
2010,ASTON MARTIN,ASTON MARTIN,DB9,0,68,0.0,Car,470,88,50000
2009,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,66,0.0,Car,500,80,150000
2009,FERRARI,FERRARI,430,0,605,0.0,Car,483,70,150000
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 57,0,27,0.0,Car,450,80,30000
2013,ROLLS ROYCE,ROLLS ROYCE,phantom,0,254,0.0,Car,453,78,400000
2007,SPYKER,SPYKER,c8,0,7,0.0,Car,400,70,300000
2010,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,529,0.0,Car,320,80,45000
2009,GENERAL MOTORS,PONTIAC,G3,0,6237,0.0,Car,106,50,9000
2008,MASERATI,MASERATI,granturismo,0,1465,0.0,Car,405,70,30000
2012,PORSCHE,PORSCHE,cayman,0,1022,0.0,Car,330,84,30000
2010,BMW,BMW,m5,0,386,0.0,Car,500,70,30000
2012,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,210,0.0,Car,470,74,75000
2013,ROLLS ROYCE,ROLLS ROYCE,ghost,0,605,0.0,Car,563,70,120000
2012,LOTUS,LOTUS,evora,0,146,0.0,Car,276,75,60000
2013,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,228,0.0,Car,583,70,180000
2014,LAMBORGHINI,LAMBORGHINI,aventador,0,317,0.0,Car,700,60,400000
2014,BMW,BMW,i8,0,768,0.0,Car,362,75,70000
2014,AUDI,AUDI,S6,0,1309,0.0,Car,420,86,35000
2007,MASERATI,MASERATI,quattroporte,0,2176,0.0,Car,400,60,30000
2008,LOTUS,LOTUS,exige,0,123,0.0,Car,220,80,45000
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,67,0.0,Car,543,73,110000
2010,ROLLS ROYCE,ROLLS ROYCE,phantom,0,281,0.0,Car,453,78,200000
2012,SUZUKI,SUZUKI,equator pickup,0,2392,0.0,Truck,261,82,20150
2013,VOLVO,VOLVO,XC 70,0,4962,0.0,MPV,240,85,15000
2014,MERCEDES-BENZ,MERCEDES-BENZ,cl-class,0,298,0.0,Car,429,83,90000
2010,SAAB,SAAB,43713,0,644,0.0,Car,210,80,12000
2012,PORSCHE,PORSCHE,boxster,0,754,0.0,Car,265,90,30000
2007,VOLVO,VOLVO,V 70,0,3899,0.0,Car,208,80,10000
2010,ASTON MARTIN,ASTON MARTIN,DBS,0,169,0.0,Car,510,70,170000
2010,FERRARI,FERRARI,599,0,153,0.0,Car,612,76,250000
2014,LOTUS,LOTUS,evora,0,280,0.0,Car,276,78,66000
2011,MERCEDES-BENZ,MERCEDES-BENZ,f-cell,0,44,0.0,Car,0,0,0
2013,FERRARI,FERRARI,ff,0,103,0.0,Car,651,76,300000
2014,FERRARI,FERRARI,laferrari,0,50,0.0,Car,949,84,2000000
2008,JAGUAR LAND ROVER,JAGUAR,x-type,0,807,0.0,Car,227,77,7000
2010,AUDI,AUDI,S6,0,140,0.0,Car,435,75,25000
2012,AUDI,AUDI,TT,0,2259,0.0,Car,211,73,12000
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.0,Car,493,70,70000
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.0,Car,540,46,70000
2009,VOLVO,VOLVO,XC 70,0,4614,0.0,MPV,235,88,8500
2009,JAGUAR LAND ROVER,JAGUAR,XK,0,903,0.0,Car,300,70,25000
2009,NISSAN,INFINITI,EX35,0,2169,0.0,Car,297,82,8000
2011,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,488,0.0,Car,400,75,75000
2006,SAAB,SAAB,43713,0,11620,0.0,Car,260,80,16000
2008,PORSCHE,PORSCHE,boxster,0,4067,0.0,Car,245,85,20000
2009,GENERAL MOTORS,SATURN,ASTRA,0,851,0.0,Car,140,75,6000
2008,FORD MOTOR CO,FORD,SHELBY GT,0,3244,0.0,Car,500,90,30000
2004,QUANTUM TECHNOLOGY,CHEVROLET,CAVALIER,0,391,0.0,Car,140,70,5000
2008,BUGATTI,BUGATTI,VEYRON,0,18,0.0,Car,1001,70,1000000
2012,BENTLEY MOTORS,BENTLEY MOTORS,MULSANNE,0,233,0.0,Car,505,40,150000
2013,MITSUBISHI,MITSUBISHI,i-miev,0,1435,0.0,Car,66,74,23000
2012,ASTON MARTIN,ASTON MARTIN,VIRAGE,0,302,0.0,Car,490,76,98000
2012,NISSAN,NISSAN,leaf,0,11460,0.0,Car,109,79,8000
2012,CODA AUTOMOTIVE,CODA,CODA,0,115,0.0,Car,134,72,37000
2014,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,480,0.0,Car,565,78,279995
2011,MASERATI,MASERATI,quattroporte,0,635,0.0,Car,425,61,30000
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.0,Car,450,80,70000
2007,FERRARI,FERRARI,430,0,1382,0.0,Car,490,68,150000
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.0,Car,234,80,10000
2010,AUDI,AUDI,S6,0,140,0.0,Car,435,80,28000
2012,AUDI,AUDI,TT,0,2259,0.0,Car,211,80,25000
2004,LAMBORGHINI,LAMBORGHINI,l-147/148,0,121,0.0,Car,493,74,250000
2005,FERRARI,FERRARI,scaglietti/f1,0,228,0.0,Car,540,77,145000
2012,ASTON MARTIN,ASTON MARTIN,DB9,0,47,0.0,Car,470,82,90000
2007,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,140,0.0,Car,450,70,50000
2008,FERRARI,FERRARI,141,0,324,0.0,Car,400,70,200000
2013,LAMBORGHINI,LAMBORGHINI,gallardo,0,449,0.0,Car,562,60,180000
2009,LOTUS,LOTUS,elise,0,120,0.0,Car,189,82,40000
2004,ROLLS ROYCE,ROLLS ROYCE,phantom,0,489,0.0,Car,453,75,80000
2010,TESLA,TESLA,roadster,0,278,0.0,Car,248,85,109000
2014,JAGUAR LAND ROVER,LAND ROVER,LR2,0,2383,0.0,MPV,240,65,15000
2009,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,330,0.0,Car,400,80,60000
2009,JAGUAR LAND ROVER,LAND ROVER,VANDEN PLAS/SUPER V8,0,326,0.0,Car,400,75,30000
2014,BMW,BMW,x5,0,35853,0.0,MPV,300,80,25000
2014,FERRARI,FERRARI,f12berlinetta,0,344,0.0,Car,731,84,320000
2005,ASTON MARTIN,ASTON MARTIN,VANQUISH,0,165,0.0,Car,460,75,55000
2007,CHRYSLER,CHRYSLER,CROSSFIRE,0,3412,0.0,Car,215,77,9000
2008,ALFA ROMEO,ALFA ROMEO,8C,0,84,0.0,Car,450,50,300000
2013,FERRARI,FERRARI,CALIFORNIA,0,504,0.0,Car,483,70,180000
2011,ROLLS ROYCE,ROLLS ROYCE,ghost,0,854,0.0,Car,563,75,170000
2005,HONDA,HONDA,insight,0,591,0.0,Car,67,70,3000
2013,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,236,0.0,Car,420,82,85000
2011,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,863,0.0,Car,563,83,180000
2013,MCLAREN,MCLAREN,mp4-12c,0,412,0.0,Car,616,80,130000
2014,ROLLS ROYCE,ROLLS ROYCE,wraith,0,432,0.0,Car,624,75,200000
2009,JAGUAR LAND ROVER,JAGUAR,xjr,0,11,0.0,Car,420,66,21000
2005,NISSAN,NISSAN,armada,0,34803,0.0,MPV,305,75,5300
2011,KIA,KIA,borrego,0,14,0.0,MPV,276,83,14000
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.0,Car,500,80,80000
2007,FERRARI,FERRARI,430,0,1382,0.0,Car,483,80,190000
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.0,Car,250,85,12000
2009,LAMBORGHINI,LAMBORGHINI,gallardo,0,281,0.0,Car,560,85,150000
2009,LOTUS,LOTUS,exige,0,27,0.0,Car,220,80,45000
2010,AUDI,AUDI,R8,0,546,0.0,Car,525,82,80000
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,18,0.0,Car,543,50,140000
2011,ROLLS ROYCE,ROLLS ROYCE,phantom,0,67,0.0,Car,453,62,250000
2005,SPYKER,SPYKER,c8,0,7,0.0,Car,400,75,250000
2014,VOLVO,VOLVO,XC 70,0,2267,0.0,MPV,240,85,15000
2006,TOYOTA,TOYOTA,yaris,0,2571,0.0,Car,106,85,7000
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.0,Car,563,80,175000
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.0,Car,616,90,130000
2014,PAGANI,PAGANI,huayra,0,24,0.0,Car,730,75,1400000
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.0,Car,385,78,25000
2004,SAAB,SAAB,9-7x,0,1998,0.0,Car,290,80,7000
2005,MASERATI,MASERATI,gransport,0,490,0.0,Car,400,70,40000
2009,ASTON MARTIN,ASTON MARTIN,DB9,0,741,0.0,Car,470,80,60000
2008,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,127,0.0,Car,500,75,100000
2008,FERRARI,FERRARI,430,0,1032,0.0,Car,483,85,150000
2010,LAMBORGHINI,LAMBORGHINI,gallardo,0,190,0.0,Car,560,75,100000
2012,AUDI,AUDI,R8,0,1272,0.0,Car,525,80,75000
2008,MERCEDES-BENZ,MERCEDES-BENZ,maybach 57,0,76,0.0,Car,543,76,208700
2012,ROLLS ROYCE,ROLLS ROYCE,phantom,0,53,0.0,Car,453,80,258000
2006,SPYKER,SPYKER,c8,0,13,0.0,Car,400,70,250000
2009,VOLVO,VOLVO,XC 90,0,6806,0.0,MPV,235,82,8500
2014,CHRYSLER,DODGE,VIPER,0,798,0.0,Car,640,70,85000
2013,NISSAN,INFINITI,M35h/M37/M56,0,9494,0.0,Car,360,80,25000
2010,MAZDA,MAZDA,rx-8,0,1217,0.0,Car,232,75,13000
2012,TOYOTA,LEXUS,HS,0,503,0.0,Car,187,75,12000
2006,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,922,0.0,Car,400,75,45000
2006,SPYKER,SPYKER,c8,0,13,0.0,Car,400,80,250000
2009,VOLVO,VOLVO,XC 90,0,6806,0.0,MPV,235,80,8000
2009,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,714,0.0,Car,286,80,50000
2011,HONDA,ACURA,RL,0,0,0.0,Car,300,90,15000
2010,VOLVO,VOLVO,C30,0,1536,0.0,Car,227,80,12000
2014,PORSCHE,PORSCHE,boxster,0,4316,0.0,Car,265,89,50000
2009,GENERAL MOTORS,CADILLAC,XLR,0,858,0.0,Car,320,78,35000
2011,KIA,KIA,rondo,0,109,0.0,Car,162,79,9000
2008,MAZDA,MAZDA,b series pickup,0,1884,0.0,Truck,207,80,8000
2014,NISSAN,NISSAN,gt-r,0,1547,0.0,Car,545,80,80000
2011,ASTON MARTIN,ASTON MARTIN,RAPIDE,0,317,0.0,Car,470,83,73000
2012,ROLLS ROYCE,ROLLS ROYCE,ghost,0,764,0.0,Car,563,70,100000
2006,HONDA,HONDA,insight,0,803,0.0,Car,67,79,8000
2011,LOTUS,LOTUS,evora,0,347,0.0,Car,276,78,68000
2012,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,1275,0.0,Car,563,78,155000
2014,MCLAREN,MCLAREN,mp4-12c,0,236,0.0,Car,616,81,130000
2014,PAGANI,PAGANI,huayra,0,24,0.0,Car,730,75,1400000
2010,JAGUAR LAND ROVER,JAGUAR,xj,0,68,0.0,Car,385,82,15000
2004,SAAB,SAAB,9-7x,0,1998,0.0,Car,290,75,5000
2005,MASERATI,MASERATI,gransport,0,490,0.0,Car,400,80,50000
2006,MASERATI,MASERATI,quattroporte,0,1609,0.0,Car,395,60,25000
2006,FERRARI,FERRARI,maranello/f1,0,1392,0.0,Car,620,74,200000
2014,ASTON MARTIN,ASTON MARTIN,DB9,0,335,0.0,Car,510,84,120000
2009,BENTLEY MOTORS,BENTLEY MOTORS,ARNAGE,0,86,0.0,Car,500,70,50000
2010,FERRARI,FERRARI,CALIFORNIA,0,1127,0.0,Car,453,75,100000
2011,LOTUS,LOTUS,elise,0,232,0.0,Car,218,75,35000
2008,ROUSH PERFORMANCE,ROUSH PERFORMANCE,rpp mustang,0,1491,0.0,Car,435,90,35000
2014,CHRYSLER,DODGE,VIPER,0,798,0.0,Car,640,80,84000
2013,NISSAN,INFINITI,M35h/M37/M56,0,9494,0.0,Car,360,80,25000
2010,MAZDA,MAZDA,rx-8,0,1217,0.0,Car,232,78,12000
2012,TOYOTA,LEXUS,HS,0,503,0.0,Car,0,0,0
2006,GENERAL MOTORS,CADILLAC,LIMOUSINE,0,922,0.0,Car,300,75,50000
2009,TOYOTA,LEXUS,SC,0,511,0.0,Car,288,88,15500
2006,NISSAN,INFINITI,Q45,0,140,0.0,Car,280,84,6000
2010,BMW,BMW,m6,0,523,0.0,Car,0,0,0
2005,HONDA,ACURA,NSX,0,249,0.0,Car,290,85,70000
2012,ASTON MARTIN,ASTON MARTIN,DBS,0,106,0.0,Car,510,76,200000
2010,FERRARI,FERRARI,458,0,474,0.0,Car,570,75,220000
2011,BMW,BMW,active hybrid 7l,0,584,0.0,Car,349,85,25500
2013,LAMBORGHINI,LAMBORGHINI,aventador,0,155,0.0,Car,700,60,400000
2013,ASTON MARTIN,ASTON MARTIN,v8 Vantage,0,236,0.0,Car,420,80,80000
2011,MERCEDES-BENZ,MERCEDES-BENZ,sls-class,0,863,0.0,Car,563,80,150000
2013,MCLAREN,MCLAREN,mp4-12c,0,412,0.0,Car,616,70,100000
2014,ROLLS ROYCE,ROLLS ROYCE,wraith,0,432,0.0,Car,624,80,300000
2009,JAGUAR LAND ROVER,JAGUAR,xjr,0,11,0.0,Car,350,75,17000
2005,NISSAN,NISSAN,armada,0,34803,0.0,MPV,305,70,8000
2011,KIA,KIA,borrego,0,14,0.0,MPV,276,81,9450
2007,BENTLEY MOTORS,BENTLEY MOTORS,AZURE,0,184,0.0,Car,500,70,85000
2007,FERRARI,FERRARI,430,0,1382,0.0,Car,483,75,100000
2010,HYUNDAI,HYUNDAI,azera,0,1121,0.0,Car,263,82,10000
2009,LAMBORGHINI,LAMBORGHINI,gallardo,0,281,0.0,Car,0,0,0
2009,LOTUS,LOTUS,exige,0,27,0.0,Car,220,75,50000
2010,AUDI,AUDI,R8,0,546,0.0,Car,525,78,78000
2009,MERCEDES-BENZ,MERCEDES-BENZ,maybach 62,0,18,0.0,Car,543,67,250000
2011,ROLLS ROYCE,ROLLS ROYCE,phantom,0,67,0.0,Car,453,77,220000
2005,SPYKER,SPYKER,c8,0,7,0.0,Car,400,80,300000
2014,VOLVO,VOLVO,XC 70,0,2267,0.0,MPV,240,82,19000
2006,TOYOTA,TOYOTA,yaris,0,2571,0.0,Car,106,77,6000
2008,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,0,967,0.0,Car,250,85,50000
2011,SAAB,SAAB,43713,0,0,0.0,Car,170,75,12000
2009,ROLLS ROYCE,ROLLS ROYCE,phantom,0,409,0.0,Car,453,80,150000
2011,SUZUKI,SUZUKI,equator pickup,0,0,0.0,Truck,152,80,15000
2014,GENERAL MOTORS,CADILLAC,ELR,0,2318,0.0,Car,215,80,34000
2009,SAAB,SAAB,43713,0,732,0.0,Car,220,75,10000
2011,PORSCHE,PORSCHE,boxster,0,0,0.0,Car,255,80,25000
2010,MAZDA,MAZDA,tribute,0,4180,0.0,MPV,171,82,12000
2006,FORD MOTOR CO,FORD,GT,0,1729,0.0,Car,550,85,300000
